entity,cycles,instructions,cache_misses,time_ns,original_data
1933,193800,290700,290,96900,"./prime_harmonics.pl,prolog_fact,90,"feature_pattern(types, "char").""
1934,193900,290850,290,96950,"./prime_harmonics.pl,prolog_fact,91,"feature_pattern(operators, "+").""
1935,194000,291000,291,97000,"./prime_harmonics.pl,prolog_fact,92,"feature_pattern(operators, "-").""
1936,194100,291150,291,97050,"./prime_harmonics.pl,prolog_fact,93,"feature_pattern(operators, "*").""
1937,194200,291300,291,97100,"./prime_harmonics.pl,prolog_fact,94,"feature_pattern(variables, "let").""
1938,194300,291450,291,97150,"./prime_harmonics.pl,prolog_fact,95,"feature_pattern(variables, "var").""
1939,194400,291600,291,97200,"./prime_harmonics.pl,prolog_fact,96,"feature_pattern(control, "if").""
1940,194500,291750,291,97250,"./prime_harmonics.pl,prolog_fact,97,"feature_pattern(control, "while").""
1941,194600,291900,291,97300,"./prime_harmonics.pl,prolog_fact,98,"feature_pattern(control, "for").""
1942,194700,292050,292,97350,"./prime_harmonics.pl,prolog_fact,99,"feature_pattern(functions, "fn").""
1943,194800,292200,292,97400,"./prime_harmonics.pl,prolog_fact,100,"feature_pattern(functions, "def").""
1944,194900,292350,292,97450,"./prime_harmonics.pl,prolog_fact,101,"feature_pattern(functions, "lambda").""
1945,195000,292500,292,97500,"./prime_harmonics.pl,prolog_fact,102,"feature_pattern(pointers, "*").""
1946,195100,292650,292,97550,"./prime_harmonics.pl,prolog_fact,103,"feature_pattern(pointers, "&").""
1947,195200,292800,292,97600,"./prime_harmonics.pl,prolog_fact,104,"feature_pattern(structures, "struct").""
1948,195300,292950,292,97650,"./prime_harmonics.pl,prolog_fact,105,"feature_pattern(arrays, "[").""
1949,195400,293100,293,97700,"./prime_harmonics.pl,prolog_fact,106,"feature_pattern(arrays, "]").""
1950,195500,293250,293,97750,"./prime_harmonics.pl,prolog_fact,107,"feature_pattern(memory, "malloc").""
1951,195600,293400,293,97800,"./prime_harmonics.pl,prolog_fact,108,"feature_pattern(memory, "free").""
1952,195700,293550,293,97850,"./prime_harmonics.pl,prolog_fact,109,"feature_pattern(output, "print").""
1953,195800,293700,293,97900,"./prime_harmonics.pl,prolog_fact,110,"feature_pattern(loops, "loop").""
1954,195900,293850,293,97950,"./prime_harmonics.pl,prolog_fact,111,"feature_pattern(machine, "asm").""
1955,196000,294000,294,98000,"./prime_harmonics.pl,prolog_fact,114,"feature_prime(types, 2).""
1956,196100,294150,294,98050,"./prime_harmonics.pl,prolog_fact,115,"feature_prime(operators, 3).""
1957,196200,294300,294,98100,"./prime_harmonics.pl,prolog_fact,116,"feature_prime(variables, 5).""
1958,196300,294450,294,98150,"./prime_harmonics.pl,prolog_fact,117,"feature_prime(control, 7).""
1959,196400,294600,294,98200,"./prime_harmonics.pl,prolog_fact,118,"feature_prime(functions, 11).""
1960,196500,294750,294,98250,"./prime_harmonics.pl,prolog_fact,119,"feature_prime(pointers, 13).""
1961,196600,294900,294,98300,"./prime_harmonics.pl,prolog_fact,120,"feature_prime(structures, 17).""
1962,196700,295050,295,98350,"./prime_harmonics.pl,prolog_fact,121,"feature_prime(arrays, 19).""
1963,196800,295200,295,98400,"./prime_harmonics.pl,prolog_fact,122,"feature_prime(memory, 23).""
1964,196900,295350,295,98450,"./prime_harmonics.pl,prolog_fact,123,"feature_prime(optimization, 29).""
1965,197000,295500,295,98500,"./prime_harmonics.pl,prolog_fact,124,"feature_prime(output, 31).""
1966,197100,295650,295,98550,"./prime_harmonics.pl,prolog_fact,125,"feature_prime(loops, 37).""
1967,197200,295800,295,98600,"./prime_harmonics.pl,prolog_fact,126,"feature_prime(machine, 41).""
1968,197300,295950,295,98650,"./prime_harmonics.pl,prolog_fact,149,"product([], 1).""
1969,197400,296100,296,98700,"./prime_harmonics.pl,prolog_fact,210,"take_until_at([], Acc, Acc).""
1970,197500,296250,296,98750,"./c_complexity_lattice.pl,prolog_fact,13,"c_construct(int_type, 'int', 2).""
1971,197600,296400,296,98800,"./c_complexity_lattice.pl,prolog_fact,14,"c_construct(char_type, 'char', 2).""
1972,197700,296550,296,98850,"./c_complexity_lattice.pl,prolog_fact,15,"c_construct(void_type, 'void', 2).""
1973,197800,296700,296,98900,"./c_complexity_lattice.pl,prolog_fact,18,"c_construct(add_op, '+', 3).""
1974,197900,296850,296,98950,"./c_complexity_lattice.pl,prolog_fact,19,"c_construct(sub_op, '-', 3).""
1975,198000,297000,297,99000,"./c_complexity_lattice.pl,prolog_fact,20,"c_construct(mul_op, '*', 3).""
1976,198100,297150,297,99050,"./c_complexity_lattice.pl,prolog_fact,21,"c_construct(div_op, '/', 3).""
1977,198200,297300,297,99100,"./c_complexity_lattice.pl,prolog_fact,24,"c_construct(var_decl, 'int x;', 5).""
1978,198300,297450,297,99150,"./c_complexity_lattice.pl,prolog_fact,25,"c_construct(var_assign, 'x = 1;', 5).""
1979,198400,297600,297,99200,"./c_complexity_lattice.pl,prolog_fact,26,"c_construct(var_read, 'y = x;', 5).""
1980,198500,297750,297,99250,"./c_complexity_lattice.pl,prolog_fact,29,"c_construct(if_stmt, 'if (x) { }', 7).""
1981,198600,297900,297,99300,"./c_complexity_lattice.pl,prolog_fact,30,"c_construct(while_loop, 'while (x) { }', 7).""
1982,198700,298050,298,99350,"./c_complexity_lattice.pl,prolog_fact,31,"c_construct(for_loop, 'for (;;) { }', 7).""
1983,198800,298200,298,99400,"./c_complexity_lattice.pl,prolog_fact,34,"c_construct(func_decl, 'int f();', 11).""
1984,198900,298350,298,99450,"./c_complexity_lattice.pl,prolog_fact,35,"c_construct(func_call, 'f(x);', 11).""
1985,199000,298500,298,99500,"./c_complexity_lattice.pl,prolog_fact,36,"c_construct(return_stmt, 'return x;', 11).""
1986,199100,298650,298,99550,"./c_complexity_lattice.pl,prolog_fact,39,"c_construct(pointer_decl, 'int *p;', 13).""
1987,199200,298800,298,99600,"./c_complexity_lattice.pl,prolog_fact,40,"c_construct(pointer_deref, '*p', 13).""
1988,199300,298950,298,99650,"./c_complexity_lattice.pl,prolog_fact,41,"c_construct(address_of, '&x', 13).""
1989,199400,299100,299,99700,"./c_complexity_lattice.pl,prolog_fact,44,"c_construct(struct_decl, 'struct S { int x; };', 17).""
1990,199500,299250,299,99750,"./c_complexity_lattice.pl,prolog_fact,45,"c_construct(struct_access, 's.x', 17).""
1991,199600,299400,299,99800,"./c_complexity_lattice.pl,prolog_fact,46,"c_construct(struct_ptr_access, 's->x', 17).""
1992,199700,299550,299,99850,"./c_complexity_lattice.pl,prolog_fact,49,"c_construct(array_decl, 'int a[10];', 19).""
1993,199800,299700,299,99900,"./c_complexity_lattice.pl,prolog_fact,50,"c_construct(array_access, 'a[i]', 19).""
1994,199900,299850,299,99950,"./c_complexity_lattice.pl,prolog_fact,51,"c_construct(array_init, 'int a[] = {1,2,3};', 19).""
1995,200000,300000,300,100000,"./c_complexity_lattice.pl,prolog_fact,54,"c_construct(malloc_call, 'malloc(n)', 23).""
1996,200100,300150,300,100050,"./c_complexity_lattice.pl,prolog_fact,55,"c_construct(free_call, 'free(p)', 23).""
1997,200200,300300,300,100100,"./c_complexity_lattice.pl,prolog_fact,56,"c_construct(memcpy_call, 'memcpy(d,s,n)', 23).""
1998,200300,300450,300,100150,"./c_complexity_lattice.pl,prolog_fact,59,"c_construct(asm_stmt, 'asm("mov %eax, %ebx")', 29).""
1999,200400,300600,300,100200,"./c_complexity_lattice.pl,prolog_fact,60,"c_construct(volatile_asm, 'asm volatile(...)', 29).""
2000,200500,300750,300,100250,"./c_complexity_lattice.pl,prolog_fact,63,"c_construct(include_directive, '#include <stdio.h>', 31).""
2001,200600,300900,300,100300,"./c_complexity_lattice.pl,prolog_fact,64,"c_construct(define_macro, '#define X 1', 31).""
2002,200700,301050,301,100350,"./c_complexity_lattice.pl,prolog_fact,65,"c_construct(ifdef_directive, '#ifdef X', 31).""
2003,200800,301200,301,100400,"./c_complexity_lattice.pl,prolog_fact,68,"c_construct(ternary_op, 'x ? y : z', 41).""
2004,200900,301350,301,100450,"./c_complexity_lattice.pl,prolog_fact,69,"c_construct(compound_literal, '(struct S){.x=1}', 41).""
2005,201000,301500,301,100500,"./c_complexity_lattice.pl,prolog_fact,70,"c_construct(cast_expr, '(int)x', 41).""
2006,201100,301650,301,100550,"./c_complexity_lattice.pl,prolog_fact,109,"coq_to_c_mapping('nat', int_type, 2).""
2007,201200,301800,301,100600,"./c_complexity_lattice.pl,prolog_fact,110,"coq_to_c_mapping('bool', int_type, 2).""
2008,201300,301950,301,100650,"./c_complexity_lattice.pl,prolog_fact,111,"coq_to_c_mapping('list', pointer_decl, 13).""
2009,201400,302100,302,100700,"./c_complexity_lattice.pl,prolog_fact,112,"coq_to_c_mapping('option', pointer_decl, 13).""
2010,201500,302250,302,100750,"./c_complexity_lattice.pl,prolog_fact,113,"coq_to_c_mapping('Definition', func_decl, 11).""
2011,201600,302400,302,100800,"./c_complexity_lattice.pl,prolog_fact,114,"coq_to_c_mapping('Fixpoint', func_decl, 11).""
2012,201700,302550,302,100850,"./c_complexity_lattice.pl,prolog_fact,115,"coq_to_c_mapping('match', if_stmt, 7).""
2013,201800,302700,302,100900,"./c_complexity_lattice.pl,prolog_fact,116,"coq_to_c_mapping('if', if_stmt, 7).""
2014,201900,302850,302,100950,"./c_complexity_lattice.pl,prolog_fact,215,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
2015,202000,303000,303,101000,"./c_complexity_lattice.pl,prolog_fact,216,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
2016,202100,303150,303,101050,"./c_complexity_lattice.pl,prolog_fact,217,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
2017,202200,303300,303,101100,"./c_complexity_lattice.pl,prolog_fact,218,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(41, '🔷').""
2018,202300,303450,303,101150,"./prime_abi_adapter.pl,prolog_fact,14,"prime_complexity(measure, 2).""
2019,202400,303600,303,101200,"./prime_abi_adapter.pl,prolog_fact,15,"prime_complexity(compute, 3).""
2020,202500,303750,303,101250,"./prime_abi_adapter.pl,prolog_fact,16,"prime_complexity(verify, 5).""
2021,202600,303900,303,101300,"./prime_abi_adapter.pl,prolog_fact,17,"prime_complexity(store, 7).""
2022,202700,304050,304,101350,"./prime_abi_adapter.pl,prolog_fact,18,"prime_complexity(load, 11).""
2023,202800,304200,304,101400,"./prime_abi_adapter.pl,prolog_fact,19,"prime_complexity(transform, 13).""
2024,202900,304350,304,101450,"./prime_abi_adapter.pl,prolog_fact,20,"prime_complexity(prove, 17).""
2025,203000,304500,304,101500,"./prime_abi_adapter.pl,prolog_fact,21,"prime_complexity(witness, 19).""
2026,203100,304650,304,101550,"./prime_abi_adapter.pl,prolog_fact,22,"prime_complexity(consensus, 23).""
2027,203200,304800,304,101600,"./prime_abi_adapter.pl,prolog_fact,23,"prime_complexity(inject, 29).""
2028,203300,304950,304,101650,"./prime_abi_adapter.pl,prolog_fact,92,"extract_operations(_, compute).  % Default""
2029,203400,305100,305,101700,"./prime_abi_adapter.pl,prolog_fact,173,"all_prime([]).""
2030,203500,305250,305,101750,"./prime_abi_adapter.pl,prolog_fact,190,"verify_oracle_agreement(_, valid).""
2031,203600,305400,305,101800,"./trisimulation.pl,prolog_fact,58,"print(json.dumps(weights))""
2032,203700,305550,305,101850,"./trisimulation.pl,prolog_fact,254,"system(prolog, logic, cpu).""
2033,203800,305700,305,101900,"./trisimulation.pl,prolog_fact,255,"system(llm_cpu, neural, cpu).""
2034,203900,305850,305,101950,"./trisimulation.pl,prolog_fact,256,"system(llm_gpu, neural, gpu).""
2035,204000,306000,306,102000,"./trisimulation.pl,prolog_fact,259,"trace(prolog, cycles(C1), instructions(I1), misses(M1)).""
2036,204100,306150,306,102050,"./trisimulation.pl,prolog_fact,260,"trace(llm_cpu, cycles(C2), instructions(I2), misses(M2)).""
2037,204200,306300,306,102100,"./trisimulation.pl,prolog_fact,261,"trace(llm_gpu, cycles(C3), instructions(I3), misses(M3)).""
2038,204300,306450,306,102150,"./trisimulation.pl,prolog_fact,264,"bisimulation(prolog, llm_cpu, arrows(A1)).""
2039,204400,306600,306,102200,"./trisimulation.pl,prolog_fact,265,"bisimulation(llm_cpu, llm_gpu, perf_equivalent).""
2040,204500,306750,306,102250,"./trisimulation.pl,prolog_fact,266,"bisimulation(prolog, llm_gpu, transitive).""
2041,204600,306900,306,102300,"./trisimulation.pl,prolog_fact,269,"trisimulation(prolog, llm_cpu, llm_gpu).""
2042,204700,307050,307,102350,"./trisimulation.pl,prolog_fact,272,"proof(unimath, hott, 'trisimulation.v').""
2043,204800,307200,307,102400,"./trisimulation.pl,prolog_fact,273,"proof(lean4, mathlib, 'trisimulation.lean').""
2044,204900,307350,307,102450,"./trisimulation.pl,prolog_fact,289,"parse_perf_trace(File, trace(cycles(1000), instructions(2000), misses(10))).""
2045,205000,307500,307,102500,"./prove_elf_complexity_23.pl,prolog_fact,73,"is_prime(2).""
2046,205100,307650,307,102550,"./prove_elf_complexity_23.pl,prolog_fact,74,"is_prime(3).""
2047,205200,307800,307,102600,"./oracle_load_real_data.pl,prolog_fact,40,"parse_lattice_line(_).""
2048,205300,307950,307,102650,"./oracle_load_real_data.pl,prolog_fact,95,"complexity_lattice([2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71]).""
2049,205400,308100,308,102700,"./c_complexity_facts.pl,prolog_fact,4,"c_complexity(int_type, int, 2).""
2050,205500,308250,308,102750,"./c_complexity_facts.pl,prolog_fact,5,"c_complexity(char_type, char, 2).""
2051,205600,308400,308,102800,"./c_complexity_facts.pl,prolog_fact,6,"c_complexity(void_type, void, 2).""
2052,205700,308550,308,102850,"./c_complexity_facts.pl,prolog_fact,7,"c_complexity(add_op, +, 3).""
2053,205800,308700,308,102900,"./c_complexity_facts.pl,prolog_fact,8,"c_complexity(sub_op, -, 3).""
2054,205900,308850,308,102950,"./c_complexity_facts.pl,prolog_fact,9,"c_complexity(mul_op, *, 3).""
2055,206000,309000,309,103000,"./c_complexity_facts.pl,prolog_fact,10,"c_complexity(div_op, /, 3).""
2056,206100,309150,309,103050,"./c_complexity_facts.pl,prolog_fact,11,"c_complexity(var_decl, 'int x;', 5).""
2057,206200,309300,309,103100,"./c_complexity_facts.pl,prolog_fact,12,"c_complexity(var_assign, 'x = 1;', 5).""
2058,206300,309450,309,103150,"./c_complexity_facts.pl,prolog_fact,13,"c_complexity(var_read, 'y = x;', 5).""
2059,206400,309600,309,103200,"./c_complexity_facts.pl,prolog_fact,14,"c_complexity(if_stmt, 'if (x) { }', 7).""
2060,206500,309750,309,103250,"./c_complexity_facts.pl,prolog_fact,15,"c_complexity(while_loop, 'while (x) { }', 7).""
2061,206600,309900,309,103300,"./c_complexity_facts.pl,prolog_fact,16,"c_complexity(for_loop, 'for (;;) { }', 7).""
2062,206700,310050,310,103350,"./c_complexity_facts.pl,prolog_fact,17,"c_complexity(func_decl, 'int f();', 11).""
2063,206800,310200,310,103400,"./c_complexity_facts.pl,prolog_fact,18,"c_complexity(func_call, 'f(x);', 11).""
2064,206900,310350,310,103450,"./c_complexity_facts.pl,prolog_fact,19,"c_complexity(return_stmt, 'return x;', 11).""
2065,207000,310500,310,103500,"./c_complexity_facts.pl,prolog_fact,20,"c_complexity(pointer_decl, 'int *p;', 13).""
2066,207100,310650,310,103550,"./c_complexity_facts.pl,prolog_fact,21,"c_complexity(pointer_deref, '*p', 13).""
2067,207200,310800,310,103600,"./c_complexity_facts.pl,prolog_fact,22,"c_complexity(address_of, '&x', 13).""
2068,207300,310950,310,103650,"./c_complexity_facts.pl,prolog_fact,23,"c_complexity(struct_decl, 'struct S { int x; };', 17).""
2069,207400,311100,311,103700,"./c_complexity_facts.pl,prolog_fact,24,"c_complexity(struct_access, 's.x', 17).""
2070,207500,311250,311,103750,"./c_complexity_facts.pl,prolog_fact,25,"c_complexity(struct_ptr_access, 's->x', 17).""
2071,207600,311400,311,103800,"./c_complexity_facts.pl,prolog_fact,26,"c_complexity(array_decl, 'int a[10];', 19).""
2072,207700,311550,311,103850,"./c_complexity_facts.pl,prolog_fact,27,"c_complexity(array_access, 'a[i]', 19).""
2073,207800,311700,311,103900,"./c_complexity_facts.pl,prolog_fact,28,"c_complexity(array_init, 'int a[] = {1,2,3};', 19).""
2074,207900,311850,311,103950,"./c_complexity_facts.pl,prolog_fact,29,"c_complexity(malloc_call, 'malloc(n)', 23).""
2075,208000,312000,312,104000,"./c_complexity_facts.pl,prolog_fact,30,"c_complexity(free_call, 'free(p)', 23).""
2076,208100,312150,312,104050,"./c_complexity_facts.pl,prolog_fact,31,"c_complexity(memcpy_call, 'memcpy(d,s,n)', 23).""
2077,208200,312300,312,104100,"./c_complexity_facts.pl,prolog_fact,32,"c_complexity(asm_stmt, 'asm("mov %eax, %ebx")', 29).""
2078,208300,312450,312,104150,"./c_complexity_facts.pl,prolog_fact,33,"c_complexity(volatile_asm, 'asm volatile(...)', 29).""
2079,208400,312600,312,104200,"./c_complexity_facts.pl,prolog_fact,34,"c_complexity(include_directive, '#include <stdio.h>', 31).""
2080,208500,312750,312,104250,"./c_complexity_facts.pl,prolog_fact,35,"c_complexity(define_macro, '#define X 1', 31).""
2081,208600,312900,312,104300,"./c_complexity_facts.pl,prolog_fact,36,"c_complexity(ifdef_directive, '#ifdef X', 31).""
2082,208700,313050,313,104350,"./c_complexity_facts.pl,prolog_fact,37,"c_complexity(ternary_op, 'x ? y : z', 41).""
2083,208800,313200,313,104400,"./c_complexity_facts.pl,prolog_fact,38,"c_complexity(compound_literal, '(struct S){.x=1}', 41).""
2084,208900,313350,313,104450,"./c_complexity_facts.pl,prolog_fact,39,"c_complexity(cast_expr, '(int)x', 41).""
2085,209000,313500,313,104500,"./oracle_parquet_scanner.pl,prolog_fact,47,"process_parquet_line(_).""
2086,209100,313650,313,104550,"./escher_loop.pl,prolog_fact,15,"codes_to_emoji([], []).""
2087,209200,313800,313,104600,"./escher_loop.pl,prolog_fact,131,"split_list([], _, []).""
2088,209300,313950,313,104650,"./escher_loop.pl,prolog_fact,138,"split_list(List, _, [List]).""
2089,209400,314100,314,104700,"./escher_loop.pl,prolog_fact,172,"decode_and_execute(complete_runes)""
2090,209500,314250,314,104750,"./escher_loop.pl,prolog_fact,174,"print("🗿 Prolog system reconstructed from runestone shards!")""
2091,209600,314400,314,104800,"./harmonic_complexity.pl,prolog_fact,9,"harmonic_layer(0, fundamental, frequency(1)).""
2092,209700,314550,314,104850,"./harmonic_complexity.pl,prolog_fact,10,"harmonic_layer(1, first_harmonic, frequency(2)).""
2093,209800,314700,314,104900,"./harmonic_complexity.pl,prolog_fact,11,"harmonic_layer(2, second_harmonic, frequency(3)).""
2094,209900,314850,314,104950,"./harmonic_complexity.pl,prolog_fact,12,"harmonic_layer(3, third_harmonic, frequency(5)).""
2095,210000,315000,315,105000,"./harmonic_complexity.pl,prolog_fact,13,"harmonic_layer(4, fourth_harmonic, frequency(7)).""
2096,210100,315150,315,105050,"./harmonic_complexity.pl,prolog_fact,14,"harmonic_layer(5, fifth_harmonic, frequency(11)).""
2097,210200,315300,315,105100,"./harmonic_complexity.pl,prolog_fact,15,"harmonic_layer(6, sixth_harmonic, frequency(13)).""
2098,210300,315450,315,105150,"./harmonic_complexity.pl,prolog_fact,16,"harmonic_layer(7, seventh_harmonic, frequency(17)).""
2099,210400,315600,315,105200,"./harmonic_complexity.pl,prolog_fact,26,"monster_primes([2,3,5,7,11,13,17,19,23,29,31,41,47,59,71]).""
2100,210500,315750,315,105250,"./harmonic_complexity.pl,prolog_fact,33,"instruction_class(0, no_constants, [""
2101,210600,315900,315,105300,"./harmonic_complexity.pl,prolog_fact,40,"instruction_class(1, one_constant, [""
2102,210700,316050,316,105350,"./harmonic_complexity.pl,prolog_fact,47,"instruction_class(2, two_constants, [""
2103,210800,316200,316,105400,"./harmonic_complexity.pl,prolog_fact,54,"instruction_class(3, three_constants, [""
2104,210900,316350,316,105450,"./map_code_to_monster_lattice.pl,prolog_fact,8,"monster_primes([2,3,5,7,11,13,17,19,23,29,31,41,47,59,71]).""
2105,211000,316500,316,105500,"./map_code_to_monster_lattice.pl,prolog_fact,56,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
2106,211100,316650,316,105550,"./map_code_to_monster_lattice.pl,prolog_fact,57,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
2107,211200,316800,316,105600,"./map_code_to_monster_lattice.pl,prolog_fact,58,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
2108,211300,316950,316,105650,"./map_code_to_monster_lattice.pl,prolog_fact,59,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(37, '🔶').""
2109,211400,317100,317,105700,"./map_code_to_monster_lattice.pl,prolog_fact,60,"emoji_prime(41, '🔷'). emoji_prime(43, '🔸'). emoji_prime(47, '🔹').""
2110,211500,317250,317,105750,"./map_code_to_monster_lattice.pl,prolog_fact,61,"emoji_prime(53, '⭐'). emoji_prime(59, '✨'). emoji_prime(61, '💫').""
2111,211600,317400,317,105800,"./map_code_to_monster_lattice.pl,prolog_fact,62,"emoji_prime(67, '🌟'). emoji_prime(71, '🍄').""
2112,211700,317550,317,105850,"./self_translate_prove.pl,prolog_fact,14,"prolog_predicate(factorial, '""
2113,211800,317700,317,105900,"./self_translate_prove.pl,prolog_fact,15,"factorial(0, 1).""
2114,211900,317850,317,105950,"./self_translate_prove.pl,prolog_fact,227,"all_same([]).""
2115,212000,318000,318,106000,"./self_translate_prove.pl,prolog_fact,228,"all_same([_]).""
2116,212100,318150,318,106050,"./self_translate_prove.pl,prolog_fact,323,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
2117,212200,318300,318,106100,"./self_translate_prove.pl,prolog_fact,324,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
2118,212300,318450,318,106150,"./self_translate_prove.pl,prolog_fact,325,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
2119,212400,318600,318,106200,"./self_translate_prove.pl,prolog_fact,326,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(41, '🔷').""
2120,212500,318750,318,106250,"./homomorphic_shards.pl,prolog_fact,9,"shard(prolog, logic_shard, 'Logic reasoning encrypted').""
2121,212600,318900,318,106300,"./homomorphic_shards.pl,prolog_fact,10,"shard(lean4, type_shard, 'Type theory encrypted').""
2122,212700,319050,319,106350,"./homomorphic_shards.pl,prolog_fact,11,"shard(haskell, functional_shard, 'Functions encrypted').""
2123,212800,319200,319,106400,"./homomorphic_shards.pl,prolog_fact,12,"shard(metacoq, reflective_shard, 'Reflection encrypted').""
2124,212900,319350,319,106450,"./homomorphic_shards.pl,prolog_fact,13,"shard(unimath, hott_shard, 'HoTT encrypted').""
2125,213000,319500,319,106500,"./homomorphic_shards.pl,prolog_fact,14,"shard(lmfdb, data_shard, 'Data encrypted').""
2126,213100,319650,319,106550,"./homomorphic_shards.pl,prolog_fact,245,"system_key(prolog, key(prolog_secret)).""
2127,213200,319800,319,106600,"./homomorphic_shards.pl,prolog_fact,246,"system_key(lean4, key(lean4_secret)).""
2128,213300,319950,319,106650,"./homomorphic_shards.pl,prolog_fact,247,"system_key(haskell, key(haskell_secret)).""
2129,213400,320100,320,106700,"./homomorphic_shards.pl,prolog_fact,248,"system_key(metacoq, key(metacoq_secret)).""
2130,213500,320250,320,106750,"./homomorphic_shards.pl,prolog_fact,249,"system_key(unimath, key(unimath_secret)).""
2131,213600,320400,320,106800,"./homomorphic_shards.pl,prolog_fact,250,"system_key(lmfdb, key(lmfdb_secret)).""
2132,213700,320550,320,106850,"./homomorphic_shards.pl,prolog_fact,252,"homomorphic_encrypt(Data, Key, encrypted(Data, Key)).""
2133,213800,320700,320,106900,"./homomorphic_shards.pl,prolog_fact,253,"homomorphic_decrypt(encrypted(Data, Key), Key, Data).""
2134,213900,320850,320,106950,"./homomorphic_shards.pl,prolog_fact,257,"system_proof(System, proof(System, theorem)).""
2135,214000,321000,321,107000,"./homomorphic_shards.pl,prolog_fact,258,"generate_witness(Theorem, witness(Theorem)).""
2136,214100,321150,321,107050,"./homomorphic_shards.pl,prolog_fact,259,"verify_homomorphic(_, _, _).""
2137,214200,321300,321,107100,"./homomorphic_shards.pl,prolog_fact,260,"combine_encrypted(Fragments, combined(Fragments)).""
2138,214300,321450,321,107150,"./homomorphic_shards.pl,prolog_fact,261,"shamir_reconstruct(Shards, _, reconstructed(Shards)).""
2139,214400,321600,321,107200,"./homomorphic_shards.pl,prolog_fact,262,"homomorphic_transform(Enc, _, _, Enc).""
2140,214500,321750,321,107250,"./homomorphic_shards.pl,prolog_fact,263,"zk_prove(Enc, _, zk_proof(Enc)).""
2141,214600,321900,321,107300,"./homomorphic_shards.pl,prolog_fact,264,"zk_verify(zk_proof(_), _, verified).""
2142,214700,322050,322,107350,"./homomorphic_shards.pl,prolog_fact,265,"split_theorem(T, [T]).""
2143,214800,322200,322,107400,"./homomorphic_shards.pl,prolog_fact,268,"prove_encrypted(Enc, _, proof(Enc)).""
2144,214900,322350,322,107450,"./eternal_fungus_spore.pl,prolog_fact,9,"spore_generation(0).""
2145,215000,322500,322,107500,"./perf_novelty_proof.pl,prolog_fact,83,"prove_pairwise([]).""
2146,215100,322650,322,107550,"./perf_novelty_proof.pl,prolog_fact,84,"prove_pairwise([_]).""
2147,215200,322800,322,107600,"./eternal_proof_loop.pl,prolog_fact,55,"all_theorems([""
2148,215300,322950,322,107650,"./eternal_proof_loop.pl,prolog_fact,70,"theorem_index(0).""
2149,215400,323100,323,107700,"./eternal_proof_loop.pl,prolog_fact,73,"get_theorem_index(0).""
2150,215500,323250,323,107750,"./bootstrap_proof.pl,prolog_fact,14,"source_repo(mes, 'https://git.savannah.gnu.org/git/mes.git', 'GNU MES').""
2151,215600,323400,323,107800,"./bootstrap_proof.pl,prolog_fact,15,"source_repo(gcc, 'https://gcc.gnu.org/git/gcc.git', 'GCC').""
2152,215700,323550,323,107850,"./bootstrap_proof.pl,prolog_fact,16,"source_repo(llvm, 'https://github.com/llvm/llvm-project.git', 'LLVM').""
2153,215800,323700,323,107900,"./bootstrap_proof.pl,prolog_fact,17,"source_repo(compcert, 'https://github.com/AbsInt/CompCert.git', 'CompCert').""
2154,215900,323850,323,107950,"./bootstrap_proof.pl,prolog_fact,18,"source_repo(metacoq, 'https://github.com/MetaCoq/metacoq.git', 'MetaCoq').""
2155,216000,324000,324,108000,"./bootstrap_proof.pl,prolog_fact,21,"nix_package(gcc, 'nixpkgs#gcc').""
2156,216100,324150,324,108050,"./bootstrap_proof.pl,prolog_fact,22,"nix_package(clang, 'nixpkgs#clang').""
2157,216200,324300,324,108100,"./bootstrap_proof.pl,prolog_fact,23,"nix_package(tcc, 'nixpkgs#tinycc').""
2158,216300,324450,324,108150,"./bootstrap_proof.pl,prolog_fact,24,"nix_package(coq, 'nixpkgs#coq').""
2159,216400,324600,324,108200,"./bootstrap_proof.pl,prolog_fact,25,"nix_package(lean4, 'nixpkgs#lean4').""
2160,216500,324750,324,108250,"./bootstrap_proof.pl,prolog_fact,351,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
2161,216600,324900,324,108300,"./bootstrap_proof.pl,prolog_fact,352,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
